	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
464	63699	Gonioctena quinquepunctata	KAG5893996.1	610.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	5.2e-98	341.5	4.4	1.0	1.0	2.4e-102	5.2e-98	341.5	4.4	1.0	214.0	332.0	545.0	332.0	545.0	1.0	hypothetical protein JTB14_004251 [Gonioctena quinquepunctata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Gonioctena quinquepunctata	pink
734	224129	Agrilus planipennis	XP_025836019.1	829.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	4.3e-97	338.5	2.1	1.0	1.0	2e-101	4.3e-97	338.5	2.1	1.0	214.0	534.0	747.0	534.0	747.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 isoform X2 [Agrilus planipennis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Agrilus planipennis	pink
599	115357	Harmonia axyridis	XP_045468621.1	810.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	6.8e-97	337.9	3.9	1.0	1.0	3.1000000000000004e-101	6.8e-97	337.9	3.9	1.0	214.0	534.0	747.0	534.0	747.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 isoform X2 [Harmonia axyridis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Harmonia axyridis	pink
847	444603	Phyllotreta striolata	CAG9856927.1	868.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	4.899999999999999e-96	335.1	4.4	1.0	1.0	2.2e-100	4.899999999999999e-96	335.1	4.4	1.0	214.0	549.0	762.0	549.0	762.0	1.0	unnamed protein product [Phyllotreta striolata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Phyllotreta striolata	pink
27	7054	Photinus pyralis	XP_031334618.1	651.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.2e-95	333.8	0.7	1.0	1.0	5.5e-100	1.2e-95	333.8	0.7	1.0	214.0	371.0	584.0	371.0	584.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 isoform X3 [Photinus pyralis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Photinus pyralis	pink
663	166361	Onthophagus taurus	XP_022911588.1	361.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	2.3e-95	332.9	1.1	1.0	1.0	1.1e-99	2.3e-95	332.9	1.1	1.0	214.0	117.0	330.0	117.0	330.0	1.0	gamma-aminobutyric acid type B receptor subunit 1-like, partial [Onthophagus taurus]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Onthophagus taurus	pink
587	110193	Nicrophorus vespilloides	XP_017776421.1	821.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	8.3e-94	327.8	3.8	1.0	1.0	3.8e-98	8.3e-94	327.8	3.8	1.0	214.0	534.0	750.0	534.0	750.0	0.98	PREDICTED: gamma-aminobutyric acid type B receptor subunit 1 [Nicrophorus vespilloides]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Nicrophorus vespilloides	pink
891	644536	Holotrichia oblita	KAI4457470.1	350.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1e-93	327.4	3.1	1.0	1.0	6.4e-98	1.4e-93	327.1	3.1	1.0	214.0	30.0	243.0	30.0	243.0	1.0	gaba-b receptor [Holotrichia oblita]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Holotrichia oblita	pink
752	248454	Apolygus lucorum	KAF6204850.1	812.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.8e-93	326.7	2.2	1.0	1.0	1.7e-97	3.6e-93	325.7	2.2	1.0	214.0	534.0	744.0	534.0	744.0	0.99	hypothetical protein [Apolygus lucorum]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Apolygus lucorum	pink
45	7213	Ceratitis capitata	CAD6996757.1	384.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	9.9e-93	324.3	1.8	1.0	1.0	5.6e-97	1.1999999999999999e-92	324.0	1.8	1.0	214.0	30.0	240.0	30.0	240.0	1.0	unnamed protein product [Ceratitis capitata]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Ceratitis capitata	pink
812	355587	Nesidiocoris tenuis	CAB0017197.1	833.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1e-92	324.1	2.3	1.0	1.0	1.1e-96	2.3999999999999998e-92	323.0	2.3	1.0	214.0	539.0	749.0	539.0	749.0	0.99	unnamed protein product [Nesidiocoris tenuis]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Nesidiocoris tenuis	pink
552	95512	Anastrepha obliqua	XP_054742621.1	821.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.4e-91	320.5	2.2	1.0	1.0	6.499999999999999e-96	1.4e-91	320.5	2.2	1.0	214.0	479.0	689.0	479.0	689.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Anastrepha obliqua]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anastrepha obliqua	pink
272	28586	Anastrepha ludens	XP_053958824.1	819.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.4e-91	320.5	2.2	1.0	1.0	6.499999999999999e-96	1.4e-91	320.5	2.2	1.0	214.0	477.0	687.0	477.0	687.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Anastrepha ludens]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anastrepha ludens	pink
420	53552	Sabethes cyaneus	XP_053691687.1	931.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	3.2e-91	319.3	1.5	1.0	1.0	1.5e-95	3.2e-91	319.3	1.5	1.0	213.0	591.0	800.0	591.0	801.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 [Sabethes cyaneus]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Sabethes cyaneus	pink
492	74068	Macrosteles quadrilineatus	XP_054273184.1	763.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.7e-91	320.3	2.0	1.0	1.0	1.6e-95	3.4e-91	319.2	2.0	1.0	214.0	442.0	652.0	442.0	652.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X3 [Macrosteles quadrilineatus]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Macrosteles quadrilineatus	pink
976	2530218	Condylostylus longicornis	XP_055388221.1	789.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.7e-91	320.3	2.2	1.0	1.0	1.6e-95	3.5e-91	319.2	2.2	1.0	214.0	458.0	668.0	458.0	668.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Condylostylus longicornis]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Condylostylus longicornis	pink
494	74873	Anopheles sinensis	KFB45518.1	814.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	3.5e-91	319.2	1.5	1.0	1.0	1.6e-95	3.5e-91	319.2	1.5	1.0	213.0	527.0	736.0	527.0	737.0	0.99	AGAP010281-PA-like protein [Anopheles sinensis]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anopheles sinensis	pink
29	7070	Tribolium castaneum	NP_001308593.1	753.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	2.9e-91	319.5	1.2	1.0	1.0	2.6e-95	5.6e-91	318.5	1.2	1.0	214.0	512.0	722.0	512.0	722.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 [Tribolium castaneum]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Tribolium castaneum	pink
52	7227	Drosophila melanogaster	ADC80074.1	280.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	4.7e-91	318.8	1.5	1.0	1.0	2.9e-95	6.2e-91	318.4	1.5	1.0	214.0	39.0	249.0	39.0	249.0	1.0	MIP16749p, partial [Drosophila melanogaster]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Drosophila melanogaster	pink
42	7167	Anopheles albimanus	XP_035779570.1	802.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	6.6e-91	318.3	1.9	1.0	1.0	3e-95	6.6e-91	318.3	1.9	1.0	213.0	517.0	726.0	517.0	727.0	0.99	gamma-aminobutyric acid type B receptor subunit 1-like isoform X2 [Anopheles albimanus]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anopheles albimanus	pink
380	42839	Anopheles aquasalis	XP_050100737.1	841.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	7.2e-91	318.2	1.9	1.0	1.0	3.3e-95	7.2e-91	318.2	1.9	1.0	213.0	552.0	761.0	552.0	762.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 [Anopheles aquasalis]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anopheles aquasalis	pink
64	7260	Drosophila willistoni	XP_046866961.1	846.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	8.099999999999996e-91	318.0	1.8	1.0	1.0	3.7e-95	8.099999999999996e-91	318.0	1.8	1.0	214.0	535.0	746.0	535.0	746.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X1 [Drosophila willistoni]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Drosophila willistoni	pink
333	35572	Pseudolycoriella hygida	KAJ6645790.1	372.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	6.1e-91	318.4	1.6	1.0	1.0	3.9e-95	8.6e-91	317.9	1.6	1.0	214.0	48.0	258.0	48.0	258.0	1.0	Gamma-aminobutyric acid type B receptor subunit 1 [Pseudolycoriella hygida]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Pseudolycoriella hygida	pink
290	30019	Drosophila busckii	XP_017855023.1	844.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	8.7e-91	317.9	1.4	1.0	1.0	4e-95	8.7e-91	317.9	1.4	1.0	214.0	535.0	745.0	535.0	745.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Drosophila busckii]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Drosophila busckii	pink
608	121224	Pediculus humanus corporis	XP_002430445.1	853.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	5.2e-91	318.6	3.2	1.0	1.0	4.3e-95	9.4e-91	317.8	3.2	1.0	214.0	532.0	742.0	532.0	742.0	1.0	class C metabotropic glutamate-like G-protein coupled receptor GPRgbb1, putative [Pediculus humanus corporis]	False	Eukaryota	Metazoa	Arthropoda	Phthiraptera	Pediculus humanus	pink
671	174628	Bactrocera latifrons	XP_018784742.1	771.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	9.599999999999999e-91	317.8	1.7	1.0	1.0	4.4e-95	9.599999999999999e-91	317.8	1.7	1.0	214.0	424.0	634.0	424.0	634.0	1.0	PREDICTED: gamma-aminobutyric acid type B receptor subunit 1 [Bactrocera latifrons]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Bactrocera latifrons	pink
444	59916	Bactrocera tryoni	XP_039951553.1	850.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1e-90	317.5	1.7	1.0	1.0	5.3e-95	1.1e-90	317.5	1.7	1.0	214.0	502.0	712.0	502.0	712.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Bactrocera tryoni]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Bactrocera tryoni	pink
332	35570	Stomoxys calcitrans	XP_013116264.1	730.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1e-90	317.6	1.5	1.0	1.0	5.1e-95	1.1e-90	317.6	1.5	1.0	214.0	412.0	622.0	412.0	622.0	1.0	PREDICTED: gamma-aminobutyric acid type B receptor subunit 1 [Stomoxys calcitrans]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Stomoxys calcitrans	pink
264	27457	Bactrocera dorsalis	XP_049312982.1	892.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1999999999999999e-90	317.4	1.7	1.0	1.0	5.7e-95	1.1999999999999999e-90	317.4	1.7	1.0	214.0	535.0	745.0	535.0	745.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 isoform X1 [Bactrocera dorsalis]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Bactrocera dorsalis	pink
273	28588	Zeugodacus cucurbitae	XP_054082789.1	883.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1999999999999999e-90	317.4	1.7	1.0	1.0	5.6e-95	1.1999999999999999e-90	317.4	1.7	1.0	214.0	535.0	745.0	535.0	745.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Zeugodacus cucurbitae]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Zeugodacus cucurbitae	pink
555	98809	Bactrocera neohumeralis	XP_050320080.1	883.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.1999999999999999e-90	317.4	1.7	1.0	1.0	5.6e-95	1.1999999999999999e-90	317.4	1.7	1.0	214.0	535.0	745.0	535.0	745.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Bactrocera neohumeralis]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Bactrocera neohumeralis	pink
382	43151	Anopheles darlingi	ETN62953.1	826.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.4e-90	317.2	1.8	1.0	1.0	6.6e-95	1.4e-90	317.2	1.8	1.0	213.0	537.0	746.0	537.0	747.0	0.99	gaba-b receptor [Anopheles darlingi]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anopheles darlingi	pink
701	197043	Homalodisca vitripennis	XP_046670666.1	854.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	7.1e-91	318.2	2.2	1.0	1.0	6.3e-95	1.4e-90	317.3	2.2	1.0	214.0	531.0	741.0	531.0	741.0	0.99	LOW QUALITY PROTEIN: gamma-aminobutyric acid type B receptor subunit 1 [Homalodisca vitripennis]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Homalodisca vitripennis	pink
258	13632	Lucilia sericata	XP_037809687.1	461.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.5999999999999992e-90	317.0	1.4	1.0	1.0	7.499999999999999e-95	1.5999999999999992e-90	317.0	1.4	1.0	214.0	140.0	350.0	140.0	350.0	1.0	LOW QUALITY PROTEIN: gamma-aminobutyric acid type B receptor subunit 1, partial [Lucilia sericata]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Lucilia sericata	pink
777	286706	Halyomorpha halys	XP_014291472.1	848.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	7.6e-91	318.1	2.0	1.0	1.0	7.6e-95	1.5999999999999992e-90	317.0	2.0	1.0	214.0	566.0	776.0	566.0	776.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X5 [Halyomorpha halys]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Halyomorpha halys	pink
939	1437191	Osmia bicornis bicornis	XP_029037146.2	838.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.8e-90	316.8	1.7	1.0	1.0	8.5e-95	1.8e-90	316.8	1.7	1.0	214.0	529.0	740.0	529.0	740.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X2 [Osmia bicornis bicornis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Osmia bicornis	pink
598	115081	Megalopta genalis	XP_033321593.1	841.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.8e-90	316.9	2.9	1.0	1.0	8.399999999999999e-95	1.8e-90	316.9	2.9	1.0	214.0	530.0	741.0	530.0	741.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X4 [Megalopta genalis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Megalopta genalis	pink
572	104688	Bactrocera oleae	XP_036215700.1	881.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.8999999999999998e-90	316.8	2.0	1.0	1.0	8.6e-95	1.8999999999999998e-90	316.8	2.0	1.0	214.0	535.0	745.0	535.0	745.0	1.0	gamma-aminobutyric acid type B receptor subunit 1 [Bactrocera oleae]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Bactrocera (Daculus) oleae	pink
864	473952	Osmia lignaria	XP_034182287.1	840.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.8999999999999998e-90	316.8	1.7	1.0	1.0	8.5e-95	1.8999999999999998e-90	316.8	1.7	1.0	214.0	529.0	740.0	529.0	740.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X2 [Osmia lignaria]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Osmia lignaria	pink
40	7159	Aedes aegypti	EAT40934.2	526.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.8999999999999998e-90	316.8	2.1	1.0	1.0	8.5e-95	1.8999999999999998e-90	316.8	2.1	1.0	213.0	266.0	475.0	266.0	476.0	0.99	AAEL007372-PA, partial [Aedes aegypti]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Aedes aegypti	pink
529	85310	Nezara viridula	CAH1402601.1	879.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	1.4999999999999999e-90	317.1	4.5	1.0	1.0	9.2e-95	2e-90	316.7	2.0	1.0	214.0	596.0	806.0	596.0	806.0	0.99	unnamed protein product [Nezara viridula]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Nezara viridula	pink
943	1496333	Anopheles maculipalpis	XP_050072600.1	827.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	2.2e-90	316.6	1.9	1.0	1.0	1e-94	2.2e-90	316.6	1.9	1.0	213.0	539.0	748.0	539.0	749.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 [Anopheles maculipalpis]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anopheles maculipalpis	pink
296	30069	Anopheles stephensi	XP_035909350.1	840.0	GCF_023897955.1;XP_049849891.1;Meta_(430,634)	-	214.0	2.3e-90	316.5	1.9	1.0	1.0	1.1e-94	2.3e-90	316.5	1.9	1.0	213.0	552.0	761.0	552.0	762.0	0.99	gamma-aminobutyric acid type B receptor subunit 1 isoform X2 [Anopheles stephensi]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Anopheles stephensi	pink
