target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
CAF2651520.1	-	286	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2e-65	234.7	16.5	1	1	1.3e-70	2e-65	234.7	16.5	15	181	77	244	69	245	0.95	unnamed protein product [Rotaria sp. Silwood2]	Rotaria sp. Silwood2
CAF3078355.1	-	286	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2e-65	234.7	16.5	1	1	1.3e-70	2e-65	234.7	16.5	15	181	77	244	69	245	0.95	unnamed protein product [Rotaria sp. Silwood2]	Rotaria sp. Silwood2
KAI8145809.1	-	335	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.1e-65	234.6	17.1	1	1	1.4e-70	2.1e-65	234.6	17.1	15	182	129	294	122	294	0.97	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Fennellomyces sp. T-0311]	Fennellomyces sp. T-0311
KAF5105645.1	-	500	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.7e-65	234.3	15.2	1	1	1.7e-70	2.7e-65	234.3	15.2	15	182	293	459	284	459	0.96	hypothetical protein DV453_004641 [Geotrichum candidum]	Geotrichum candidum
KAF5094095.1	-	506	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.7e-65	234.2	15.2	1	1	1.8e-70	2.7e-65	234.2	15.2	15	182	299	465	290	465	0.96	hypothetical protein DV451_005089 [Geotrichum candidum]	Geotrichum candidum
KAF5110032.1	-	506	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.7e-65	234.2	15.2	1	1	1.8e-70	2.7e-65	234.2	15.2	15	182	299	465	290	465	0.96	hypothetical protein DV452_004584 [Geotrichum candidum]	Geotrichum candidum
KAF5119098.1	-	514	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.8e-65	234.2	15.2	1	1	1.8e-70	2.8e-65	234.2	15.2	15	182	307	473	298	473	0.96	hypothetical protein DV454_000200 [Geotrichum candidum]	Geotrichum candidum
KAI8132779.1	-	514	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.8e-65	234.2	15.2	1	1	1.8e-70	2.8e-65	234.2	15.2	15	182	307	473	298	473	0.96	hypothetical protein DUD61_003575 [Geotrichum candidum]	Geotrichum candidum
KAI8145810.1	-	230	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3e-65	234.1	12.4	1	1	3.2e-70	4.9e-65	233.4	12.4	12	182	21	189	7	189	0.93	endo-beta-1,4-glucanase [Fennellomyces sp. T-0311]	Fennellomyces sp. T-0311
KAI9265548.1	-	327	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.1e-65	234.1	15.6	1	1	2e-70	3.1e-65	234.1	15.6	15	182	121	286	114	286	0.97	endo-beta-D-1,4-glucanase [Helicostylum pulchrum]	Helicostylum pulchrum
KAG2207218.1	-	362	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.2e-65	234.0	19.6	1	1	2e-70	3.2e-65	234.0	19.6	15	182	155	321	145	321	0.97	hypothetical protein INT47_012271 [Mucor saturninus]	Mucor saturninus
CAF1333794.1	-	362	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.6e-65	233.9	18.7	1	1	2.3e-70	3.6e-65	233.9	18.7	12	181	152	320	141	321	0.95	unnamed protein product [Adineta ricciae]	Adineta ricciae
XP_051433525.1	-	334	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.8e-65	233.8	18.5	1	1	2.5e-70	3.8e-65	233.8	18.5	14	182	127	293	120	293	0.97	endo-beta-D-1,4-glucanase [Gilbertella persicaria]	Gilbertella persicaria
KAI8877461.1	-	351	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.5e-65	233.5	18.1	1	1	2.9e-70	4.5e-65	233.5	18.1	13	182	143	310	128	310	0.96	glycoside hydrolase family 45 protein [Backusella circina FSU 941]	Backusella circina FSU 941
KAE9547468.1	-	236	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.5e-65	233.3	13.7	1	1	4.7e-70	7.2e-65	232.9	13.7	16	181	29	193	16	194	0.96	hypothetical protein FO519_009318, partial [Halicephalobus sp. NKZ332]	Halicephalobus sp. NKZ332
RPA93060.1	-	225	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.9e-65	233.2	12.4	1	1	4.9e-70	7.6e-65	232.8	12.4	13	181	17	183	4	184	0.95	glycoside hydrolase [Choiromyces venosus 120613-1]	Choiromyces venosus 120613-1
KAI9274431.1	-	330	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	7.9e-65	232.8	15.3	1	1	5.1e-70	7.9e-65	232.8	15.3	15	181	123	288	115	289	0.95	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Phascolomyces articulosus]	Phascolomyces articulosus
KAI8147589.1	-	422	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	8.3e-65	232.7	17.3	1	1	5.4e-70	8.3e-65	232.7	17.3	15	182	216	381	204	381	0.97	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Fennellomyces sp. T-0311]	Fennellomyces sp. T-0311
CAF0854735.1	-	362	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	8.4e-65	232.7	19.3	1	1	5.4e-70	8.4e-65	232.7	19.3	13	181	153	320	140	321	0.95	unnamed protein product [Adineta ricciae]	Adineta ricciae
ORY96289.1	-	365	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	8.5e-65	232.6	18.4	1	1	5.5e-70	8.5e-65	232.6	18.4	15	182	159	324	147	324	0.96	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Syncephalastrum racemosum]	Syncephalastrum racemosum
AKC91346.1	-	363	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	8.7e-65	232.6	19.3	1	1	5.6e-70	8.7e-65	232.6	19.3	14	181	155	321	142	322	0.95	glycoside hydrolase 45 [Adineta ricciae]	Adineta ricciae
XP_051460139.1	-	356	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1e-64	232.4	19.4	1	1	6.6e-70	1e-64	232.4	19.4	15	182	149	315	138	315	0.97	endo-beta-D-1,4-glucanase [Mucor mucedo]	Mucor mucedo
CUA71157.1	-	245	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.4e-64	231.9	18.6	1	1	1.2e-69	1.9e-64	231.5	18.6	13	182	36	204	27	204	0.96	Putative endoglucanase type K [Rhizoctonia solani]	Rhizoctonia solani
KAG8682751.1	-	227	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.7e-64	231.7	15.7	1	1	1.4e-69	2.1e-64	231.3	15.7	3	182	9	186	7	186	0.97	hypothetical protein FRC09_016548 [Ceratobasidium sp. 395]	Ceratobasidium sp. 395
CAE6345224.1	-	204	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2e-64	231.4	17.4	1	1	1.6e-69	2.5e-64	231.1	17.4	2	182	5	184	4	184	0.96	unnamed protein product, partial [Rhizoctonia solani]	Rhizoctonia solani
UJR25708.1	-	364	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2e-64	231.4	16.6	1	1	1.3e-69	2e-64	231.4	16.6	15	182	157	323	146	323	0.96	hypothetical protein I4U23_007059 [Adineta vaga]	Adineta vaga
CAE6422390.1	-	225	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.2e-64	231.3	17.4	1	1	1.9e-69	2.9e-64	230.9	17.4	3	182	6	184	4	184	0.95	unnamed protein product [Rhizoctonia solani]	Rhizoctonia solani
CAG9766604.1	-	267	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.3e-64	231.2	26.8	1	2	3.8e-60	5.9e-55	200.6	17.8	2	171	20	188	19	189	0.95	unnamed protein product [Ceutorhynchus assimilis]	Ceutorhynchus assimilis
CAG9766604.1	-	267	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.3e-64	231.2	26.8	2	2	3.7e-11	5.7e-06	41.0	2.3	143	182	186	224	186	224	0.97	unnamed protein product [Ceutorhynchus assimilis]	Ceutorhynchus assimilis
KAG8791365.1	-	257	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.5e-64	231.1	15.7	1	1	2e-69	3.2e-64	230.8	15.7	3	182	39	216	37	216	0.97	hypothetical protein FRC12_009420 [Ceratobasidium sp. 428]	Ceratobasidium sp. 428
KAH8550433.1	-	381	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.7e-64	231.0	19.0	1	1	1.7e-69	2.7e-64	231.0	19.0	15	182	175	340	163	340	0.95	endo-beta-D-1,4-glucanase [Umbelopsis sp. PMI_123]	Umbelopsis sp. PMI_123
CAF3742553.1	-	388	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.8e-64	231.0	16.1	1	1	1.8e-69	2.8e-64	231.0	16.1	16	181	182	346	173	347	0.96	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
XP_021948187.1	-	315	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.7e-64	230.6	17.5	1	1	2.4e-69	3.7e-64	230.6	17.5	15	181	108	272	94	273	0.96	endoglucanase-5 [Folsomia candida]	Folsomia candida
CAF0999869.1	-	388	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.8e-64	230.5	16.7	1	1	2.5e-69	3.8e-64	230.5	16.7	16	181	182	346	173	347	0.96	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
CAF3712881.1	-	388	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.8e-64	230.5	16.7	1	1	2.5e-69	3.8e-64	230.5	16.7	16	181	182	346	173	347	0.96	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
CAF3729378.1	-	388	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.8e-64	230.5	16.7	1	1	2.5e-69	3.8e-64	230.5	16.7	16	181	182	346	173	347	0.96	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
CAF4744928.1	-	388	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.8e-64	230.5	16.7	1	1	2.5e-69	3.8e-64	230.5	16.7	16	181	182	346	173	347	0.96	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
KAI7858177.1	-	417	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.1e-64	230.4	17.2	1	1	2.6e-69	4.1e-64	230.4	17.2	15	182	210	376	200	376	0.95	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Circinella umbellata]	Circinella umbellata
KAG8769884.1	-	227	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.4e-64	230.3	15.7	1	1	3.6e-69	5.6e-64	230.0	15.7	3	181	9	185	7	186	0.96	hypothetical protein FRC12_004669 [Ceratobasidium sp. 428]	Ceratobasidium sp. 428
CEL58598.1	-	239	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.9e-64	230.2	16.8	1	1	4.4e-69	6.8e-64	229.7	16.8	2	182	19	198	18	198	0.95	Putative endoglucanase type K OS=Fusarium oxysporum PE=2 SV=1 [Rhizoctonia solani AG-1 IB]	Rhizoctonia solani AG-1 IB
KAG1469285.1	-	341	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.1e-64	230.1	19.1	1	1	3.3e-69	5.1e-64	230.1	19.1	14	182	130	300	120	300	0.94	hypothetical protein G6F56_003339 [Rhizopus delemar]	Rhizopus delemar
KAI8888906.1	-	412	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.2e-64	230.1	16.1	1	1	3.4e-69	5.2e-64	230.1	16.1	15	182	206	371	200	371	0.97	glycoside hydrolase family 45 protein [Backusella circina FSU 941]	Backusella circina FSU 941
CAF1075473.1	-	342	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.4e-64	230.0	15.1	1	1	3.5e-69	5.4e-64	230.0	15.1	14	181	136	300	123	301	0.94	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
CAF4566302.1	-	344	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.7e-64	230.0	15.2	1	1	3.7e-69	5.7e-64	230.0	15.2	14	181	138	302	125	303	0.94	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
CAF1537414.1	-	344	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.7e-64	230.0	15.4	1	1	3.7e-69	5.7e-64	230.0	15.4	14	181	138	302	125	303	0.93	unnamed protein product [Rotaria sp. Silwood1]	Rotaria sp. Silwood1
XP_043186467.1	-	214	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	6.6e-64	229.8	17.7	1	1	5.4e-69	8.5e-64	229.4	17.7	3	182	6	184	4	184	0.96	glycoside hydrolase family 45 protein [Rhizoctonia solani]	Rhizoctonia solani
ORE01467.1	-	218	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	6.6e-64	229.7	18.5	1	1	6e-69	9.3e-64	229.3	18.5	15	181	10	176	4	177	0.96	glycoside hydrolase, partial [Rhizopus microsporus var. microsporus]	Rhizopus microsporus var. microsporus
CAE6398014.1	-	225	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	6.8e-64	229.7	17.4	1	1	5.8e-69	9e-64	229.3	17.4	3	182	6	184	4	184	0.95	unnamed protein product [Rhizoctonia solani]	Rhizoctonia solani
KAG8769885.1	-	205	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	7e-64	229.7	15.0	1	1	5.4e-69	8.4e-64	229.4	15.0	6	182	9	184	4	184	0.94	hypothetical protein FRC12_004670 [Ceratobasidium sp. 428]	Ceratobasidium sp. 428
