	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
865	471704	Trachymyrmex cornetzi	XP_018360050.1	1898.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1366.2	17.9	1.0	1.0	0.0	0.0	1366.2	17.9	2.0	936.0	934.0	1884.0	933.0	1885.0	0.96	PREDICTED: eukaryotic translation initiation factor 4 gamma 3 isoform X5 [Trachymyrmex cornetzi]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Trachymyrmex cornetzi	pink
863	467358	Ceutorhynchus assimilis	CAH1130191.1	1248.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1122.6	0.8	1.0	1.0	0.0	0.0	1122.6	0.8	2.0	917.0	299.0	1248.0	298.0	1248.0	0.89	unnamed protein product [Ceutorhynchus assimilis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Ceutorhynchus assimilis	pink
860	460826	Chelonus insularis	XP_034938149.1	2061.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1104.0	24.5	1.0	1.0	0.0	0.0	1104.0	24.5	2.0	934.0	1099.0	2055.0	1098.0	2058.0	0.92	eukaryotic translation initiation factor 4 gamma 3-like isoform X1 [Chelonus insularis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Chelonus insularis	pink
858	456900	Cyphomyrmex costatus	XP_018394241.1	1899.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1348.8	21.8	1.0	1.0	0.0	0.0	1348.8	21.8	2.0	936.0	935.0	1885.0	934.0	1886.0	0.96	PREDICTED: eukaryotic translation initiation factor 4 gamma 3 isoform X3 [Cyphomyrmex costatus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Cyphomyrmex costatus	pink
856	454923	Diachasma alloeum	XP_015120446.1	1812.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1157.5	0.0	1.0	1.0	0.0	0.0	1157.5	0.0	2.0	933.0	832.0	1804.0	831.0	1808.0	0.92	eukaryotic translation initiation factor 4 gamma 1 isoform X5 [Diachasma alloeum]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Diachasma alloeum	pink
848	444603	Phyllotreta striolata	CAH1141154.1	1769.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1180.8	0.3	1.0	1.0	0.0	0.0	1180.8	0.3	2.0	937.0	781.0	1754.0	780.0	1754.0	0.9	unnamed protein product [Phyllotreta striolata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Phyllotreta striolata	pink
611	143995	Megachile rotundata	XP_003706645.1	1917.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1329.9	13.7	1.0	1.0	0.0	0.0	1329.9	13.7	2.0	935.0	956.0	1901.0	955.0	1903.0	0.96	PREDICTED: eukaryotic translation initiation factor 4 gamma 3-like isoform X7 [Megachile rotundata]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Megachile rotundata	pink
596	133901	Frankliniella occidentalis	XP_026280433.2	1956.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1068.8	0.0	1.0	1.0	0.0	0.0	1068.8	0.0	2.0	937.0	1006.0	1951.0	1005.0	1951.0	0.88	eukaryotic translation initiation factor 4 gamma 3 isoform X1 [Frankliniella occidentalis]	False	Eukaryota	Metazoa	Arthropoda	Thysanoptera	Frankliniella occidentalis	pink
886	597456	Habropoda laboriosa	KOC69695.1	1960.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1281.7	14.0	1.0	1.0	0.0	0.0	1281.7	14.0	2.0	935.0	1007.0	1946.0	1006.0	1948.0	0.96	Eukaryotic translation initiation factor 4 gamma 3 [Habropoda laboriosa]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Habropoda laboriosa	pink
887	609295	Dinoponera quadriceps	XP_014477092.1	2067.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1169.8	7.6	1.0	1.0	0.0	0.0	1169.8	7.6	2.0	936.0	1099.0	2052.0	1098.0	2053.0	0.95	PREDICTED: eukaryotic translation initiation factor 4 gamma 3-like isoform X1 [Dinoponera quadriceps]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Dinoponera quadriceps	pink
921	935657	Colletes gigas	XP_043256139.1	1974.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1290.3	18.9	1.0	1.0	0.0	0.0	1290.3	18.9	2.0	935.0	1012.0	1958.0	1011.0	1960.0	0.95	eukaryotic translation initiation factor 4 gamma 3 isoform X1 [Colletes gigas]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Colletes gigas	pink
783	307658	Monomorium pharaonis	XP_012530181.1	2003.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1362.3	11.7	1.0	1.0	0.0	0.0	1362.3	11.7	2.0	936.0	1041.0	1989.0	1040.0	1990.0	0.96	eukaryotic translation initiation factor 4 gamma 3 isoform X2 [Monomorium pharaonis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Monomorium pharaonis	pink
554	107213	Diabrotica balteata	CAH1236760.1	1653.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1164.0	0.3	1.0	1.0	0.0	0.0	1164.0	0.3	2.0	937.0	682.0	1644.0	681.0	1644.0	0.91	unnamed protein product [Diabrotica balteata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Diabrotica balteata	pink
563	110193	Nicrophorus vespilloides	XP_017771080.1	1568.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1119.6	0.1	1.0	1.0	0.0	0.0	1119.6	0.1	2.0	936.0	603.0	1559.0	602.0	1560.0	0.91	PREDICTED: eukaryotic translation initiation factor 4 gamma 3-like isoform X4 [Nicrophorus vespilloides]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Nicrophorus vespilloides	pink
911	860918	Ampulex compressa	KAG7197149.1	1956.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1305.5	10.5	1.0	1.0	0.0	0.0	1305.5	10.5	2.0	935.0	993.0	1940.0	992.0	1942.0	0.96	hypothetical protein KM043_007233 [Ampulex compressa]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Ampulex compressa	pink
908	743375	Polistes dominula	XP_015180099.1	2047.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1321.0	17.6	1.0	1.0	0.0	0.0	1321.0	17.6	2.0	936.0	1080.0	2032.0	1079.0	2033.0	0.96	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X8 [Polistes dominula]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Polistes dominula	pink
907	742174	Melanaphis sacchari	XP_025201815.1	1488.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1168.6	28.7	1.0	1.0	0.0	0.0	1168.6	28.7	2.0	937.0	532.0	1483.0	531.0	1483.0	0.91	eukaryotic translation initiation factor 4 gamma 3-like isoform X2 [Melanaphis sacchari]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Melanaphis sacchari	pink
241	13686	Solenopsis invicta	XP_039302709.1	2000.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1371.6	8.7	1.0	1.0	0.0	0.0	1371.6	8.7	2.0	936.0	1037.0	1986.0	1036.0	1987.0	0.97	eukaryotic translation initiation factor 4 gamma 3 [Solenopsis invicta]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Solenopsis invicta	pink
577	116153	Aethina tumida	XP_049821978.1	1652.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1172.4	8.4	1.0	1.0	0.0	0.0	1172.4	8.4	2.0	932.0	689.0	1643.0	688.0	1648.0	0.89	eukaryotic translation initiation factor 4 gamma 3 isoform X4 [Aethina tumida]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Aethina tumida	pink
900	684658	Aphidius gifuensis	XP_044002802.1	1750.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1097.2	9.5	1.0	1.0	0.0	0.0	1097.2	9.5	2.0	936.0	772.0	1745.0	771.0	1746.0	0.91	eukaryotic translation initiation factor 4 gamma 3-like isoform X4 [Aphidius gifuensis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Aphidius gifuensis	pink
594	132113	Bombus impatiens	XP_024228237.1	1968.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1332.5	16.7	1.0	1.0	0.0	0.0	1332.5	16.7	2.0	935.0	1006.0	1952.0	1005.0	1954.0	0.96	eukaryotic translation initiation factor 4 gamma 3 isoform X1 [Bombus impatiens]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Bombus impatiens	pink
595	133065	Adelges cooleyi	XP_050429515.1	1485.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1127.1	24.1	1.0	1.0	0.0	0.0	1127.1	24.1	2.0	937.0	520.0	1479.0	519.0	1479.0	0.92	eukaryotic translation initiation factor 4 gamma 3-like isoform X5 [Adelges cooleyi]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Adelges cooleyi	pink
891	621737	Pseudoatta argentina	KAG5308539.1	1991.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1355.8	20.4	1.0	1.0	0.0	0.0	1355.8	20.4	2.0	936.0	1024.0	1977.0	1023.0	1978.0	0.97	IF4G3 factor, partial [Pseudoatta argentina]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Pseudoatta argentina	pink
889	613905	Nylanderia fulva	XP_029157369.1	1996.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1302.9	4.8	1.0	1.0	0.0	0.0	1302.9	4.8	2.0	936.0	1004.0	1982.0	1003.0	1983.0	0.95	LOW QUALITY PROTEIN: eukaryotic translation initiation factor 4 gamma 3-like [Nylanderia fulva]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Nylanderia fulva	pink
888	610380	Harpegnathos saltator	XP_011144949.1	2050.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1169.4	14.1	1.0	1.0	0.0	0.0	1169.4	14.1	2.0	936.0	1086.0	2035.0	1085.0	2036.0	0.95	eukaryotic translation initiation factor 4 gamma 1 isoform X7 [Harpegnathos saltator]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Harpegnathos saltator	pink
847	441929	Neodiprion pinetum	XP_046479677.1	1865.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1320.6	12.1	1.0	1.0	0.0	0.0	1320.6	12.1	2.0	936.0	904.0	1859.0	903.0	1860.0	0.94	eukaryotic translation initiation factor 4 gamma 1-like isoform X7 [Neodiprion pinetum]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Neodiprion pinetum	pink
846	441921	Neodiprion lecontei	XP_046594363.1	1862.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1320.6	12.1	1.0	1.0	0.0	0.0	1320.6	12.1	2.0	936.0	901.0	1856.0	900.0	1857.0	0.94	eukaryotic translation initiation factor 4 gamma 1 isoform X7 [Neodiprion lecontei]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Neodiprion lecontei	pink
612	144034	Pogonomyrmex barbatus	XP_011638533.1	2029.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1358.6	14.8	1.0	1.0	0.0	0.0	1358.6	14.8	2.0	936.0	1065.0	2015.0	1064.0	2016.0	0.96	LOW QUALITY PROTEIN: eukaryotic translation initiation factor 4 gamma 3-like [Pogonomyrmex barbatus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Pogonomyrmex barbatus	pink
614	146774	Callosobruchus chinensis	CAH7761946.1	1547.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1195.6	0.3	1.0	1.0	0.0	0.0	1195.6	0.3	2.0	937.0	600.0	1540.0	599.0	1540.0	0.92	unnamed protein product [Callosobruchus chinensis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Callosobruchus chinensis	pink
708	219809	Pseudomyrmex gracilis	XP_020282352.1	1878.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1336.9	9.9	1.0	1.0	0.0	0.0	1336.9	9.9	2.0	936.0	916.0	1863.0	915.0	1864.0	0.96	eukaryotic translation initiation factor 4 gamma 1-like isoform X5 [Pseudomyrmex gracilis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Pseudomyrmex gracilis	pink
711	222816	Orussus abietinus	XP_012270966.1	1986.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1253.3	8.5	1.0	1.0	0.0	0.0	1253.3	8.5	2.0	935.0	1041.0	1980.0	1040.0	1982.0	0.96	eukaryotic translation initiation factor 4 gamma 3 isoform X4 [Orussus abietinus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Orussus abietinus	pink
812	354439	Rhynchophorus ferrugineus	KAF7270035.1	1155.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1135.2	6.8	1.0	1.0	0.0	0.0	1135.2	6.8	2.0	936.0	216.0	1146.0	215.0	1147.0	0.91	hypothetical protein GWI33_016944 [Rhynchophorus ferrugineus]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Rhynchophorus ferrugineus	pink
713	224129	Agrilus planipennis	XP_025830118.1	1763.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1142.3	1.0	1.0	1.0	0.0	0.0	1142.3	1.0	10.0	936.0	803.0	1754.0	798.0	1755.0	0.92	eukaryotic translation initiation factor 4 gamma 3 isoform X5 [Agrilus planipennis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Agrilus planipennis	pink
724	230685	Acromyrmex heyeri	KAG5330178.1	1231.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1359.3	18.3	1.0	1.0	0.0	0.0	1359.3	18.3	2.0	936.0	264.0	1217.0	263.0	1218.0	0.97	IF4G3 factor, partial [Acromyrmex heyeri]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Acromyrmex heyeri	pink
725	230686	Acromyrmex insinuator	KAG5307908.1	1984.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1360.0	19.5	1.0	1.0	0.0	0.0	1360.0	19.5	2.0	936.0	1017.0	1970.0	1016.0	1971.0	0.97	IF4G3 factor, partial [Acromyrmex insinuator]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Acromyrmex insinuator	pink
349	43146	Rhopalosiphum maidis	XP_026808158.1	1462.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1169.4	26.1	1.0	1.0	0.0	0.0	1169.4	26.1	2.0	937.0	510.0	1457.0	509.0	1457.0	0.93	eukaryotic translation initiation factor 4 gamma 3-like isoform X3 [Rhopalosiphum maidis]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Rhopalosiphum maidis	pink
761	274614	Schistocerca cancellata	XP_049769648.1	2040.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1140.6	0.0	1.0	1.0	0.0	0.0	1140.6	0.0	2.0	936.0	1080.0	2031.0	1079.0	2032.0	0.89	eukaryotic translation initiation factor 4 gamma 1-like isoform X14 [Schistocerca cancellata]	False	Eukaryota	Metazoa	Arthropoda	Orthoptera	Schistocerca cancellata	pink
777	300111	Temnothorax curvispinosus	XP_024870275.1	2005.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1370.6	7.8	1.0	1.0	0.0	0.0	1370.6	7.8	2.0	936.0	1043.0	1991.0	1042.0	1992.0	0.96	eukaryotic translation initiation factor 4 gamma 3-like isoform X2 [Temnothorax curvispinosus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Temnothorax curvispinosus	pink
778	300112	Temnothorax longispinosus	TGZ37047.1	3329.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1366.4	7.3	1.0	1.0	0.0	0.0	1366.4	7.3	2.0	936.0	1005.0	1953.0	1004.0	1954.0	0.96	Eukaryotic translation initiation factor 4 gamma 3 [Temnothorax longispinosus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Temnothorax longispinosus	pink
797	326594	Ceratosolen solmsi marchali	XP_011502428.1	1214.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1186.0	29.4	1.0	1.0	0.0	0.0	1186.0	29.4	2.0	935.0	266.0	1207.0	265.0	1209.0	0.95	PREDICTED: eukaryotic translation initiation factor 4 gamma 3-like [Ceratosolen solmsi marchali]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Ceratosolen solmsi	pink
781	307491	Aphis glycines	KAE9540936.1	1501.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1173.1	25.6	1.0	1.0	0.0	0.0	1173.1	25.6	2.0	937.0	528.0	1496.0	527.0	1496.0	0.93	hypothetical protein AGLY_004181 [Aphis glycines]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Aphis glycines	pink
792	313075	Hylaeus volcanicus	XP_053975334.1	1988.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1282.2	18.2	1.0	1.0	0.0	0.0	1282.2	18.2	2.0	935.0	1028.0	1972.0	1027.0	1974.0	0.96	eukaryotic translation initiation factor 4 gamma 3-like [Hylaeus volcanicus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Hylaeus volcanicus	pink
791	313031	Hylaeus anthracinus	XP_054004810.1	1983.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1282.2	19.3	1.0	1.0	0.0	0.0	1282.2	19.3	2.0	935.0	1023.0	1967.0	1022.0	1969.0	0.96	eukaryotic translation initiation factor 4 gamma 3-like isoform X2 [Hylaeus anthracinus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Hylaeus anthracinus	pink
782	307492	Aphis craccivora	KAF0760893.1	1360.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1157.4	34.3	1.0	1.0	0.0	0.0	1157.4	34.3	2.0	937.0	379.0	1355.0	378.0	1355.0	0.93	eukaryotic translation initiation factor 4 gamma 3-like isoform X4 [Aphis craccivora]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Aphis craccivora	pink
704	217634	Anoplophora glabripennis	XP_018568898.1	1656.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1227.8	0.0	1.0	1.0	0.0	0.0	1227.8	0.0	3.0	937.0	696.0	1647.0	694.0	1647.0	0.92	eukaryotic translation initiation factor 4 gamma 1 isoform X1 [Anoplophora glabripennis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Anoplophora glabripennis	pink
546	104421	Camponotus floridanus	XP_011251010.1	1920.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1302.6	12.1	1.0	1.0	0.0	0.0	1302.6	12.1	2.0	936.0	942.0	1906.0	941.0	1907.0	0.95	eukaryotic translation initiation factor 4 gamma 3 isoform X7 [Camponotus floridanus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Camponotus floridanus	pink
699	213866	Eciton burchellii	KAH0952152.1	2109.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1283.9	26.5	1.0	1.0	0.0	0.0	1283.9	26.5	2.0	936.0	1140.0	2095.0	1139.0	2096.0	0.95	hypothetical protein HN011_011364 [Eciton burchellii]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Eciton burchellii	pink
698	211228	Cephus cinctus	XP_024939402.1	1871.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1078.1	4.9	1.0	1.0	0.0	0.0	1078.1	4.9	2.0	765.0	1063.0	1833.0	1062.0	1845.0	0.96	eukaryotic translation initiation factor 4 gamma 1 isoform X8 [Cephus cinctus]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Cephus cinctus	pink
623	156304	Ceratina calcarata	XP_017890861.1	1990.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1326.3	13.7	1.0	1.0	0.0	0.0	1326.3	13.7	2.0	935.0	1036.0	1974.0	1035.0	1976.0	0.96	eukaryotic translation initiation factor 4 gamma 3-like isoform X2 [Ceratina calcarata]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Ceratina calcarata	pink
628	161013	Thrips palmi	XP_034238219.1	1848.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1057.1	0.1	1.0	1.0	0.0	0.0	1057.1	0.1	2.0	937.0	884.0	1845.0	883.0	1845.0	0.89	eukaryotic translation initiation factor 4 gamma 1-like isoform X2 [Thrips palmi]	False	Eukaryota	Metazoa	Arthropoda	Thysanoptera	Thrips palmi	pink
835	411798	Vollenhovia emeryi	XP_011868993.1	1903.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1345.4	12.7	1.0	1.0	0.0	0.0	1345.4	12.7	2.0	936.0	942.0	1889.0	941.0	1890.0	0.96	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X3 [Vollenhovia emeryi]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Vollenhovia emeryi	pink
636	166361	Onthophagus taurus	XP_022920534.1	1722.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1217.6	9.8	1.0	1.0	0.0	0.0	1217.6	9.8	2.0	936.0	759.0	1715.0	758.0	1716.0	0.93	eukaryotic translation initiation factor 4 gamma 3 isoform X11 [Onthophagus taurus]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Onthophagus taurus	pink
831	396416	Bombus pyrosoma	XP_043584210.1	1825.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1337.9	16.5	1.0	1.0	0.0	0.0	1337.9	16.5	2.0	935.0	863.0	1809.0	862.0	1811.0	0.96	eukaryotic translation initiation factor 4 gamma 3-like isoform X4 [Bombus pyrosoma]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Bombus pyrosoma	pink
