	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
38	7091.0	Bombyx mori	XP_004925185.1	472.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	4.7e-26	105.2	3.4	1.0	1.0	8.8e-31	1.2e-25	103.9	3.4	2.0	65.0	393.0	456.0	392.0	456.0	0.98	uncharacterized protein LOC101735459 [Bombyx mori]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Bombyx mori Linnaeus, 1758	pink
437	64459.0	Pieris rapae	XP_045484069.1	422.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	5.3e-26	105.1	0.7	1.0	1.0	1.1000000000000001e-30	1.4e-25	103.7	0.7	2.0	65.0	343.0	406.0	342.0	406.0	0.98	uncharacterized protein LOC110993239 isoform X3 [Pieris rapae]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pieris rapae	pink
45	7130.0	Manduca sexta	XP_037294485.1	337.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.5999999999999998e-25	103.5	4.2	1.0	1.0	2.5e-30	3.4e-25	102.5	4.2	2.0	65.0	258.0	321.0	257.0	321.0	0.98	uncharacterized protein LOC115456388 [Manduca sexta]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Manduca sexta	pink
44	7116.0	Pieris brassicae	XP_045518139.1	380.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	3.7e-25	102.4	0.7	1.0	1.0	2.7e-30	3.7e-25	102.4	0.7	2.0	65.0	301.0	364.0	300.0	364.0	0.98	uncharacterized protein LOC123710351 isoform X4 [Pieris brassicae]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pieris brassicae	pink
616	151549.0	Eumeta japonica	GBP55299.1	397.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.7e-25	103.4	2.1	1.0	1.0	2.7e-30	3.7e-25	102.4	2.1	3.0	65.0	319.0	381.0	317.0	381.0	0.98	hypothetical protein EVAR_43053_1 [Eumeta japonica]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Eumeta japonica	pink
898	765133.0	Dendrolimus kikuchii	KAJ0176808.1	516.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	3.3e-25	102.5	1.7	1.0	1.0	6.6e-30	8.999999999999998e-25	101.1	1.7	2.0	65.0	437.0	500.0	436.0	500.0	0.98	hypothetical protein K1T71_007987 [Dendrolimus kikuchii]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Dendrolimus kikuchii	pink
480	78633.0	Pieris napi	XP_047503992.1	439.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	9.6e-25	101.0	1.0	1.0	1.0	6.999999999999999e-30	9.6e-25	101.0	1.0	2.0	65.0	360.0	423.0	359.0	423.0	0.98	uncharacterized protein LOC125049033 isoform X3 [Pieris napi]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pieris napi	pink
791	345717.0	Pieris macdunnoughi	CAF4917724.1	467.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1e-24	100.9	1.0	1.0	1.0	7.6e-30	1e-24	100.9	1.0	2.0	65.0	388.0	451.0	387.0	451.0	0.98	unnamed protein product [Pieris macdunnoughi]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pieris macdunnoughii	pink
330	40085.0	Diatraea saccharalis	CAG9786559.1	287.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	4.8e-25	102.0	3.3	1.0	1.0	8.2e-30	1.0999999999999998e-24	100.8	3.3	4.0	65.0	204.0	271.0	201.0	271.0	0.93	unnamed protein product [Diatraea saccharalis]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Diatraea saccharalis	pink
42	7111.0	Trichoplusia ni	XP_026735188.1	539.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	3e-24	99.4	2.2	1.0	1.0	5.2e-29	7.199999999999999e-24	98.2	2.2	3.0	65.0	460.0	523.0	458.0	523.0	0.97	uncharacterized protein LOC113499052 [Trichoplusia ni]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Trichoplusia ni	pink
43	7113.0	Helicoverpa zea	XP_047030444.1	541.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	2.6e-24	99.6	2.2	1.0	1.0	5.3e-29	7.199999999999999e-24	98.2	2.2	2.0	65.0	461.0	525.0	460.0	525.0	0.97	uncharacterized protein LOC124637812 [Helicoverpa zea]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Helicoverpa zea	pink
260	29058.0	Helicoverpa armigera	PZC82124.1	542.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	3.3e-24	99.3	2.2	1.0	1.0	5.3e-29	7.299999999999999e-24	98.2	2.2	2.0	65.0	462.0	526.0	461.0	526.0	0.97	hypothetical protein B5X24_HaOG211214 [Helicoverpa armigera]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Helicoverpa armigera	pink
892	689277.0	Chrysodeixis includens	CAD0201499.1	537.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	4.5e-24	98.9	2.1	1.0	1.0	8.7e-29	1.2e-23	97.5	2.1	4.0	65.0	459.0	521.0	457.0	521.0	0.97	unnamed protein product [Chrysodeixis includens]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Chrysodeixis includens	pink
39	7107.0	Spodoptera exigua	KAH9643557.1	246.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	4.7e-23	95.6	4.3	1.0	1.0	3.5e-28	4.7e-23	95.6	4.3	3.0	65.0	167.0	230.0	165.0	230.0	0.97	hypothetical protein HF086_011338 [Spodoptera exigua]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Spodoptera exigua	pink
901	874455.0	Arctia plantaginis	CAB3236587.1	522.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	2.2e-23	96.7	1.7	1.0	1.0	3.5e-28	4.8e-23	95.6	1.7	3.0	65.0	445.0	507.0	443.0	507.0	0.97	unnamed protein product [Arctia plantaginis]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Arctia plantaginis	pink
40	7108.0	Spodoptera frugiperda	KAF9809250.1	537.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.7000000000000002e-22	93.8	4.7	1.0	1.0	3.1e-27	4.2e-22	92.6	4.7	3.0	65.0	458.0	521.0	456.0	521.0	0.97	hypothetical protein SFRURICE_015713 [Spodoptera frugiperda]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Spodoptera frugiperda	pink
885	667449.0	Mythimna loreyi	KAJ8721877.1	549.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	2.1e-22	93.5	2.0	1.0	1.0	3.5e-27	4.8e-22	92.4	2.0	4.0	65.0	471.0	533.0	468.0	533.0	0.94	hypothetical protein PYW08_004279 [Mythimna loreyi]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Mythimna loreyi	pink
41	7109.0	Spodoptera littoralis	CAB3508497.1	525.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	2.5000000000000002e-22	93.3	3.9	1.0	1.0	4.2e-27	5.8e-22	92.1	3.9	4.0	65.0	447.0	509.0	444.0	509.0	0.97	unnamed protein product [Spodoptera littoralis]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Spodoptera littoralis	pink
454	69820.0	Spodoptera litura	XP_022837874.1	536.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	2.6e-22	93.3	4.6	1.0	1.0	4.3e-27	5.9e-22	92.1	4.6	3.0	65.0	457.0	520.0	455.0	520.0	0.97	uncharacterized protein LOC111365004 [Spodoptera litura]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Spodoptera litura	pink
748	271217.0	Mythimna separata	KAJ8731590.1	549.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	9.200000000000001e-22	91.5	1.8	1.0	1.0	1.7e-26	2.3e-21	90.2	1.8	5.0	65.0	472.0	533.0	468.0	533.0	0.92	hypothetical protein PYW07_004754 [Mythimna separata]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Mythimna separata	pink
893	702717.0	Tuta absoluta	KAJ2948920.1	634.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.4e-20	87.7	0.6	1.0	1.0	1e-25	1.4e-20	87.7	0.6	2.0	65.0	555.0	618.0	554.0	618.0	0.97	hypothetical protein O0L34_g5855 [Tuta absoluta]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Tuta absoluta	pink
804	370605.0	Lamprigera yunnana	KAF5272189.1	311.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	3.7e-20	86.4	2.3	1.0	1.0	2.7e-25	3.7e-20	86.4	2.3	2.0	64.0	244.0	304.0	243.0	305.0	0.95	hypothetical protein FQA39_LY01271 [Lamprigera yunnana]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Lamprigera yunnana	pink
568	115357.0	Harmonia axyridis	XP_045474599.1	367.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.2e-20	87.9	3.6	1.0	1.0	3.2e-25	4.4e-20	86.1	3.6	2.0	63.0	273.0	332.0	272.0	334.0	0.95	DNA endonuclease RBBP8-like [Harmonia axyridis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Harmonia axyridis	pink
335	41139.0	Coccinella septempunctata	XP_044754777.1	376.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	4.7e-20	86.0	3.5	1.0	1.0	3.4e-25	4.7e-20	86.0	3.5	2.0	63.0	283.0	342.0	282.0	344.0	0.96	uncharacterized protein LOC123313813 [Coccinella septempunctata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Coccinella septempunctata	pink
236	13191.0	Pectinophora gossypiella	XP_049873003.1	515.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	9.2e-20	85.1	0.8	1.0	1.0	6.6999999999999985e-25	9.2e-20	85.1	0.8	2.0	65.0	436.0	499.0	435.0	499.0	0.98	uncharacterized protein LOC126371716 isoform X2 [Pectinophora gossypiella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pectinophora gossypiella	pink
34	7048.0	Sitophilus oryzae	XP_030750927.1	402.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.2e-19	84.7	0.3	1.0	1.0	8.6e-25	1.2e-19	84.7	0.3	2.0	62.0	332.0	389.0	331.0	392.0	0.96	uncharacterized protein LOC115878541 isoform X2 [Sitophilus oryzae]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Sitophilus oryzae	pink
50	7515.0	Ctenocephalides felis	XP_026468007.1	354.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	2.8e-19	83.5	3.0	1.0	1.0	2.1e-24	2.8e-19	83.5	3.0	3.0	64.0	275.0	335.0	273.0	336.0	0.95	uncharacterized protein LOC113371589 [Ctenocephalides felis]	False	Eukaryota	Metazoa	Arthropoda	Siphonaptera	Ctenocephalides felis	pink
478	77166.0	Dendroctonus ponderosae	XP_048520778.1	365.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	9.2e-19	81.9	1.1	1.0	1.0	1.1e-23	1.5e-18	81.2	0.1	3.0	63.0	297.0	355.0	295.0	357.0	0.96	uncharacterized protein LOC109537517 isoform X2 [Dendroctonus ponderosae]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Dendroctonus ponderosae	pink
698	217634.0	Anoplophora glabripennis	XP_018568355.1	377.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.9e-18	80.9	1.5	1.0	1.0	1.4000000000000002e-23	1.9e-18	80.9	1.5	3.0	63.0	313.0	371.0	311.0	373.0	0.92	uncharacterized protein LOC108908708 isoform X2 [Anoplophora glabripennis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Anoplophora glabripennis	pink
705	224129.0	Agrilus planipennis	XP_018327912.1	425.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	9.2e-19	81.9	2.3	1.0	1.0	2.0000000000000002e-23	2.7e-18	80.4	2.3	2.0	63.0	357.0	416.0	356.0	418.0	0.93	uncharacterized protein LOC108738823 [Agrilus planipennis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Agrilus planipennis	pink
849	467358.0	Ceutorhynchus assimilis	CAG9770468.1	375.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.3e-18	81.4	0.6	1.0	1.0	2.2e-23	3.1e-18	80.2	0.6	3.0	63.0	306.0	364.0	304.0	366.0	0.96	unnamed protein product [Ceutorhynchus assimilis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Ceutorhynchus assimilis	pink
681	200917.0	Acanthoscelides obtectus	CAH1996270.1	331.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1.5e-18	81.2	0.2	1.0	1.0	3.2000000000000003e-23	4.4e-18	79.7	0.2	3.0	63.0	256.0	314.0	254.0	316.0	0.94	unnamed protein product [Acanthoscelides obtectus]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Acanthoscelides obtectus	pink
996	2921223.0	Anthonomus grandis grandis	XP_050304740.1	509.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1e-18	81.7	0.1	1.0	1.0	3.7e-23	5.1e-18	79.5	0.1	3.0	63.0	446.0	503.0	444.0	505.0	0.96	uncharacterized protein LOC126742192 [Anthonomus grandis grandis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Anthonomus grandis	pink
937	1477025.0	Hyposmocoma kahamanoa	XP_026327545.1	524.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	1e-17	78.5	0.5	1.0	1.0	7.700000000000001e-23	1e-17	78.5	0.5	3.0	65.0	445.0	507.0	443.0	507.0	0.98	uncharacterized protein LOC113235842 isoform X2 [Hyposmocoma kahamanoa]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Hyposmocoma kahamanoa	pink
676	197043.0	Homalodisca vitripennis	XP_046678926.1	188.0	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65.0	9.2e-18	78.7	0.6	1.0	1.0	1.2e-22	1.7e-17	77.9	0.6	2.0	63.0	122.0	182.0	121.0	184.0	0.96	uncharacterized protein LOC124366424 isoform X2 [Homalodisca vitripennis]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Homalodisca vitripennis	pink
