	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
59	7425	Nasonia vitripennis	XP_031777221.1	209.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.2e-36	139.6	0.0	1.0	1.0	1.2e-40	2.6e-36	139.3	0.0	2.0	187.0	8.0	192.0	7.0	197.0	0.94	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X2 [Nasonia vitripennis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Nasonia vitripennis	pink
853	558553	Crassostrea angulata	XP_052696910.1	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.6e-36	139.3	0.0	1.0	1.0	1.4e-40	3.2e-36	139.1	0.0	3.0	184.0	1.0	177.0	1.0	182.0	0.93	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Crassostrea angulata]	False	Eukaryota	Metazoa	Mollusca	Ostreida	Crassostrea angulata	orange
272	29159	Crassostrea gigas	XP_011432336.2	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.7e-36	139.3	0.0	1.0	1.0	1.4999999999999999e-40	3.2e-36	139.1	0.0	3.0	184.0	1.0	177.0	1.0	182.0	0.93	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Crassostrea gigas]	False	Eukaryota	Metazoa	Mollusca	Ostreida	Crassostrea gigas	orange
320	36100	Haliotis rubra	XP_046571178.1	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3.9e-36	138.8	0.0	1.0	1.0	1.9e-40	4.3e-36	138.6	0.0	3.0	188.0	1.0	181.0	1.0	183.0	0.93	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Haliotis rubra]	False	Eukaryota	Metazoa	Mollusca	Lepetellida	Haliotis rubra	orange
541	105785	Cryptotermes secundus	XP_023717380.1	199.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1e-36	140.6	0.2	1.0	1.0	3.5e-40	7.600000000000001e-36	137.8	0.2	3.0	185.0	1.0	196.0	1.0	199.0	0.88	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Cryptotermes secundus]	False	Eukaryota	Metazoa	Arthropoda	Blattodea	Cryptotermes secundus	pink
850	543379	Trichomalopsis sarcophagae	OXU24272.1	287.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1e-35	137.4	0.0	1.0	1.0	5.9999999999999996e-40	1.3e-35	137.1	0.0	2.0	187.0	86.0	270.0	85.0	275.0	0.94	hypothetical protein TSAR_004058 [Trichomalopsis sarcophagae]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Trichomalopsis sarcophagae	pink
670	197043	Homalodisca vitripennis	XP_046670206.1	198.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.4e-35	137.0	0.0	1.0	1.0	7.4e-40	1.6e-35	136.8	0.0	3.0	187.0	10.0	193.0	8.0	197.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Homalodisca vitripennis]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Homalodisca vitripennis	pink
16	6579	Pecten maximus	XP_033735595.1	186.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.5e-35	136.9	0.0	1.0	1.0	8e-40	1.7e-35	136.7	0.0	3.0	187.0	1.0	181.0	1.0	184.0	0.89	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Pecten maximus]	False	Eukaryota	Metazoa	Mollusca	Pectinida	Pecten maximus	orange
7	6412	Helobdella robusta	XP_009020778.1	198.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.3e-35	137.0	0.0	1.0	1.0	7.6e-40	1.7e-35	136.7	0.0	3.0	190.0	1.0	183.0	1.0	186.0	0.93	hypothetical protein HELRODRAFT_185729 [Helobdella robusta]	False	Eukaryota	Metazoa	Annelida	Rhynchobdellida	Helobdella robusta	orange
729	259542	Plakobranchus ocellatus	GFO04653.1	256.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.5e-35	136.9	0.0	1.0	1.0	9.6e-40	2.1e-35	136.4	0.0	3.0	185.0	66.0	243.0	65.0	250.0	0.92	gamma-glutamylcyclotransferase [Plakobranchus ocellatus]	False	Eukaryota	Metazoa	Mollusca		Plakobranchus ocellatus	orange
333	37653	Octopus bimaculoides	XP_014788656.1	181.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.5e-35	136.1	0.0	1.0	1.0	1.3e-39	2.9e-35	135.9	0.0	3.0	183.0	1.0	177.0	1.0	180.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X2 [Octopus bimaculoides]	False	Eukaryota	Metazoa	Mollusca	Octopoda	Octopus bimaculoides	orange
8	6454	Haliotis rufescens	XP_046364342.2	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3e-35	135.9	0.0	1.0	1.0	1.4999999999999998e-39	3.3e-35	135.8	0.0	3.0	188.0	1.0	181.0	1.0	183.0	0.93	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Haliotis rufescens]	False	Eukaryota	Metazoa	Mollusca	Lepetellida	Haliotis rufescens	orange
14	6565	Crassostrea virginica	XP_022331507.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3.4e-35	135.7	0.0	1.0	1.0	1.9e-39	4.1e-35	135.4	0.0	3.0	182.0	1.0	175.0	1.0	180.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Crassostrea virginica]	False	Eukaryota	Metazoa	Mollusca	Ostreida	Crassostrea virginica	orange
11	6526	Biomphalaria glabrata	KAI8747168.1	187.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.2e-35	134.9	0.0	1.0	1.0	3.3e-39	7.3e-35	134.6	0.0	3.0	184.0	1.0	177.0	1.0	185.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Biomphalaria glabrata]	False	Eukaryota	Metazoa	Mollusca		Biomphalaria glabrata	orange
10	6500	Aplysia californica	XP_005094817.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1e-34	134.1	0.0	1.0	1.0	5.7e-39	1.2e-34	133.9	0.0	3.0	185.0	1.0	178.0	1.0	185.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Aplysia californica]	False	Eukaryota	Metazoa	Mollusca	Aplysiida	Aplysia californica	orange
292	32391	Cotesia glomerata	XP_044578934.1	204.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	9.6e-36	137.5	0.2	1.0	1.0	5.6e-39	1.2e-34	133.9	0.2	3.0	185.0	1.0	198.0	1.0	204.0	0.86	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Cotesia glomerata]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Cotesia glomerata	pink
390	51543	Cotesia congregata	CAD6230550.1	226.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.2e-35	137.2	0.3	1.0	1.0	7.2e-39	1.6e-34	133.5	0.3	3.0	184.0	23.0	219.0	21.0	225.0	0.86	GSCOCG00006815001-RA-CDS [Cotesia congregata]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Cotesia congregata	pink
403	55810	Bulinus truncatus	KAH9515460.1	187.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.8e-34	133.3	0.0	1.0	1.0	9.2e-39	2.0000000000000003e-34	133.2	0.0	3.0	187.0	1.0	180.0	1.0	186.0	0.9	Cation transport regulator-like protein 2 [Bulinus truncatus]	False	Eukaryota	Metazoa	Mollusca		Bulinus truncatus	orange
619	161013	Thrips palmi	XP_034252939.1	202.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.7e-34	132.8	0.0	1.0	1.0	1.5000000000000002e-38	3.3000000000000003e-34	132.5	0.0	3.0	191.0	1.0	195.0	1.0	197.0	0.86	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Thrips palmi]	False	Eukaryota	Metazoa	Arthropoda	Thysanoptera	Thrips palmi	pink
324	36987	Coptotermes formosanus	GFG34430.1	198.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	9.099999999999999e-35	134.3	0.4	1.0	1.0	1.6e-38	3.5000000000000003e-34	132.4	0.4	3.0	185.0	1.0	195.0	1.0	198.0	0.87	hypothetical protein Cfor_07682 [Coptotermes formosanus]	False	Eukaryota	Metazoa	Arthropoda	Blattodea	Coptotermes formosanus	pink
15	6573	Mizuhopecten yessoensis	XP_021378460.1	186.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3.4e-34	132.5	0.1	1.0	1.0	1.8e-38	3.9e-34	132.2	0.1	3.0	179.0	1.0	173.0	1.0	183.0	0.88	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Mizuhopecten yessoensis]	False	Eukaryota	Metazoa	Mollusca	Pectinida	Mizuhopecten yessoensis	orange
935	1477025	Hyposmocoma kahamanoa	XP_026314913.1	185.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.0000000000000006e-34	132.2	0.0	1.0	1.0	2.1e-38	4.6e-34	132.0	0.0	3.0	186.0	1.0	179.0	1.0	184.0	0.93	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Hyposmocoma kahamanoa]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Hyposmocoma kahamanoa	pink
589	136037	Zootermopsis nevadensis	XP_021938521.1	200.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.5e-35	135.3	0.3	1.0	1.0	2.1e-38	4.6e-34	132.0	0.3	3.0	185.0	1.0	196.0	1.0	199.0	0.84	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Zootermopsis nevadensis]	False	Eukaryota	Metazoa	Arthropoda	Blattodea	Zootermopsis nevadensis	pink
523	100452	Candidula unifasciata	CAG5133238.1	210.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.0000000000000006e-34	132.2	0.0	1.0	1.0	2.2e-38	4.7e-34	132.0	0.0	3.0	189.0	1.0	182.0	1.0	186.0	0.94	unnamed protein product [Candidula unifasciata]	False	Eukaryota	Metazoa	Mollusca	Stylommatophora	Candidula unifasciata	orange
412	58824	Plodia interpunctella	XP_053615281.1	182.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.4000000000000015e-34	131.3	0.2	1.0	1.0	4e-38	8.7e-34	131.1	0.2	3.0	184.0	1.0	177.0	1.0	181.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Plodia interpunctella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Plodia interpunctella	pink
266	29053	Copidosoma floridanum	XP_014212127.1	210.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	8.8e-34	131.1	0.1	1.0	1.0	4.6e-38	1e-33	130.9	0.1	3.0	188.0	9.0	192.0	7.0	197.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Copidosoma floridanum]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Copidosoma floridanum	pink
67	7574	Lingula anatina	XP_013379296.1	180.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.4000000000000001e-33	130.4	0.0	1.0	1.0	7.800000000000001e-38	1.7e-33	130.2	0.0	3.0	181.0	1.0	174.0	1.0	178.0	0.94	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Lingula anatina]	False	Eukaryota	Metazoa	Brachiopoda	Lingulida	Lingula anatina	orange
240	13191	Pectinophora gossypiella	XP_049886183.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.8e-33	130.1	0.1	1.0	1.0	9.4e-38	2.100000000000001e-33	129.9	0.1	3.0	185.0	1.0	178.0	1.0	183.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Pectinophora gossypiella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pectinophora gossypiella	pink
303	34615	Ixodes persulcatus	KAG0426371.1	197.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2e-33	129.9	0.0	1.0	1.0	1.1e-37	2.4e-33	129.7	0.0	3.0	184.0	1.0	178.0	1.0	185.0	0.93	hypothetical protein HPB47_026501 [Ixodes persulcatus]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Ixodes persulcatus	pink
391	51655	Plutella xylostella	XP_011551746.3	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2e-33	129.9	0.1	1.0	1.0	1.1e-37	2.4e-33	129.7	0.1	3.0	184.0	1.0	177.0	1.0	182.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Plutella xylostella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Plutella xylostella	pink
466	74068	Macrosteles quadrilineatus	XP_054271908.1	200.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.2e-33	129.8	0.0	1.0	1.0	1.2e-37	2.600000000000001e-33	129.5	0.0	3.0	184.0	10.0	195.0	8.0	199.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Macrosteles quadrilineatus]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Macrosteles quadrilineatus	pink
352	42192	Mytilus coruscus	CAC5396210.1	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.8000000000000002e-33	129.5	0.1	1.0	1.0	1.5e-37	3.3e-33	129.2	0.1	3.0	180.0	1.0	173.0	1.0	181.0	0.9	CHAC [Mytilus coruscus]	False	Eukaryota	Metazoa	Mollusca	Mytilida	Mytilus coruscus	orange
130	8384	Bufo bufo	XP_040283474.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.8000000000000002e-33	129.4	0.0	1.0	1.0	1.5e-37	3.3e-33	129.2	0.0	3.0	180.0	1.0	171.0	1.0	181.0	0.92	glutathione-specific gamma-glutamylcyclotransferase 2 [Bufo bufo]	False	Eukaryota	Metazoa	Chordata	Anura	Bufo bufo (Linnaeus, 1758)	orange
12	6549	Mytilus californianus	XP_052057742.1	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.9e-33	129.4	0.0	1.0	1.0	1.6e-37	3.4e-33	129.2	0.0	3.0	180.0	1.0	173.0	1.0	181.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Mytilus californianus]	False	Eukaryota	Metazoa	Mollusca	Mytilida	Mytilus californianus	orange
555	110368	Bicyclus anynana	XP_023951347.2	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.9e-33	129.4	0.1	1.0	1.0	1.5e-37	3.4e-33	129.2	0.1	3.0	185.0	1.0	178.0	1.0	183.0	0.93	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Bicyclus anynana]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Bicyclus anynana	pink
874	680683	Amyelois transitella	XP_013186295.1	182.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3.2000000000000005e-33	129.3	0.1	1.0	1.0	1.7e-37	3.7e-33	129.1	0.1	3.0	184.0	1.0	177.0	1.0	181.0	0.91	PREDICTED: putative glutathione-specific gamma-glutamylcyclotransferase 2 [Amyelois transitella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Amyelois transitella	pink
24	6850	Limulus polyphemus	XP_013776590.1	197.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3.5e-33	129.2	0.1	1.0	1.0	1.9e-37	4.200000000000001e-33	128.9	0.1	3.0	186.0	12.0	190.0	10.0	195.0	0.94	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Limulus polyphemus]	False	Eukaryota	Metazoa	Arthropoda	Xiphosura	Limulus polyphemus	pink
417	59560	Phallusia mammillata	CAB3230353.1	179.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	3.7e-33	129.1	0.0	1.0	1.0	2e-37	4.4e-33	128.8	0.0	3.0	182.0	1.0	173.0	1.0	177.0	0.92	cation transport regulator-like protein 2 [Phallusia mammillata]	False	Eukaryota	Metazoa	Chordata	Phlebobranchia	Phallusia mammillata	orange
471	75329	Misgurnus anguillicaudatus	XP_055031269.1	181.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.4e-33	128.8	0.0	1.0	1.0	2.2e-37	4.900000000000001e-33	128.7	0.0	3.0	188.0	1.0	180.0	1.0	181.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Misgurnus anguillicaudatus]	False	Eukaryota	Metazoa	Chordata	Cypriniformes	Misgurnus anguillicaudatus	orange
694	219809	Pseudomyrmex gracilis	XP_020290790.1	218.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.3e-35	136.3	0.5	1.0	1.0	2.9e-37	6.2e-33	128.3	0.5	3.0	185.0	1.0	203.0	1.0	209.0	0.83	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Pseudomyrmex gracilis]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Pseudomyrmex gracilis	pink
839	467358	Ceutorhynchus assimilis	CAG9769657.1	192.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.5e-33	128.5	0.1	1.0	1.0	3.1e-37	6.8e-33	128.2	0.1	3.0	186.0	1.0	178.0	1.0	183.0	0.92	unnamed protein product [Ceutorhynchus assimilis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Ceutorhynchus assimilis	pink
26	6945	Ixodes scapularis	EEC04166.1	197.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.100000000000001e-33	128.1	0.0	1.0	1.0	3.9e-37	8.400000000000001e-33	127.9	0.0	3.0	184.0	1.0	178.0	1.0	184.0	0.94	conserved hypothetical protein [Ixodes scapularis]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Ixodes scapularis	pink
774	326594	Ceratosolen solmsi marchali	XP_011495890.1	207.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	8e-33	128.0	0.1	1.0	1.0	4.3e-37	9.5e-33	127.7	0.1	3.0	188.0	9.0	191.0	7.0	196.0	0.9	PREDICTED: putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Ceratosolen solmsi marchali]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Ceratosolen solmsi	pink
481	77166	Dendroctonus ponderosae	ENN80377.1	190.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.1e-32	127.5	0.1	1.0	1.0	6.1e-37	1.3e-32	127.2	0.1	3.0	184.0	1.0	176.0	1.0	184.0	0.91	hypothetical protein YQE_03200, partial [Dendroctonus ponderosae]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Dendroctonus ponderosae	pink
427	61221	Varanus komodoensis	XP_044284542.1	185.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.5e-32	127.1	0.0	1.0	1.0	7.5e-37	1.6e-32	126.9	0.0	3.0	186.0	1.0	178.0	1.0	185.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Varanus komodoensis]	False	Eukaryota	Metazoa	Chordata	Squamata	Varanus komodoensis	orange
751	286706	Halyomorpha halys	XP_014292624.1	187.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.4e-32	127.2	0.0	1.0	1.0	7.5e-37	1.6e-32	127.0	0.0	3.0	193.0	1.0	184.0	1.0	184.0	0.89	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Halyomorpha halys]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Halyomorpha halys	pink
486	79782	Cimex lectularius	XP_014242848.1	187.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.8e-32	126.8	0.0	1.0	1.0	9.7e-37	2.1e-32	126.6	0.0	3.0	182.0	1.0	178.0	1.0	186.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Cimex lectularius]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Cimex lectularius	pink
305	34632	Rhipicephalus sanguineus	XP_037524272.1	231.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.8e-32	126.8	0.0	1.0	1.0	9.8e-37	2.2e-32	126.6	0.0	3.0	189.0	1.0	182.0	1.0	186.0	0.92	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Rhipicephalus sanguineus]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Rhipicephalus sanguineus	pink
128	8355	Xenopus laevis	NP_001088800.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.9999999999999998e-32	126.7	0.0	1.0	1.0	1e-36	2.3e-32	126.5	0.0	3.0	183.0	1.0	174.0	1.0	182.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Xenopus laevis]	False	Eukaryota	Metazoa	Chordata	Anura	Xenopus laevis	orange
887	884348	Hemicordylus capensis	XP_053101592.1	221.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	1.9999999999999998e-32	126.7	0.0	1.0	1.0	1.1e-36	2.5e-32	126.4	0.0	3.0	183.0	36.0	209.0	34.0	218.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Hemicordylus capensis]	False	Eukaryota	Metazoa	Chordata	Squamata	Hemicordylus capensis	orange
46	7137	Galleria mellonella	XP_026761538.1	179.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.1e-32	126.6	0.1	1.0	1.0	1.2e-36	2.5e-32	126.3	0.1	3.0	183.0	1.0	176.0	1.0	178.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Galleria mellonella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Galleria mellonella	pink
698	225164	Lottia gigantea	XP_009064832.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.3e-32	126.5	0.0	1.0	1.0	1.2e-36	2.6000000000000003e-32	126.3	0.0	3.0	189.0	1.0	180.0	1.0	184.0	0.91	hypothetical protein LOTGIDRAFT_132228 [Lottia gigantea]	False	Eukaryota	Metazoa	Mollusca		Lottia gigantea	orange
825	444603	Phyllotreta striolata	CAG9858675.1	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	2.6000000000000003e-32	126.3	0.0	1.0	1.0	1.3e-36	2.9e-32	126.1	0.0	3.0	184.0	1.0	176.0	1.0	183.0	0.9	unnamed protein product [Phyllotreta striolata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Phyllotreta striolata	pink
