target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
WP_065857016.1	-	1131	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	9.5e-22	91.5	3.5	4	7	0.11	1.2e+04	10.8	0.0	7	53	944	987	938	991	0.84	RICIN domain-containing protein [Paenibacillus pectinilyticus]	Paenibacillus pectinilyticus
WP_065857016.1	-	1131	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	9.5e-22	91.5	3.5	5	7	0.0022	2.3e+02	16.3	0.0	3	38	989	1024	987	1040	0.85	RICIN domain-containing protein [Paenibacillus pectinilyticus]	Paenibacillus pectinilyticus
WP_065857016.1	-	1131	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	9.5e-22	91.5	3.5	6	7	2.3	2.5e+05	6.5	0.0	7	55	1040	1085	1036	1090	0.86	RICIN domain-containing protein [Paenibacillus pectinilyticus]	Paenibacillus pectinilyticus
WP_065857016.1	-	1131	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	9.5e-22	91.5	3.5	7	7	5.1	5.5e+05	5.4	0.0	8	51	1088	1128	1084	1131	0.85	RICIN domain-containing protein [Paenibacillus pectinilyticus]	Paenibacillus pectinilyticus
OXA39350.1	-	283	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-21	90.4	0.0	1	1	3.5e-26	3.7e-21	89.6	0.0	18	93	1	77	1	85	0.96	WSC domain-containing protein 1 [Folsomia candida]	Folsomia candida
CAF1614361.1	-	470	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.1e-18	79.3	0.0	1	6	0.11	1.2e+04	10.8	0.0	4	36	175	207	172	217	0.88	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF1614361.1	-	470	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.1e-18	79.3	0.0	2	6	0.11	1.2e+04	10.8	0.0	6	38	224	256	220	267	0.86	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF1614361.1	-	470	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.1e-18	79.3	0.0	3	6	0.011	1.2e+03	14.0	0.0	5	55	270	317	267	322	0.83	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF1614361.1	-	470	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.1e-18	79.3	0.0	4	6	0.11	1.2e+04	10.7	0.0	4	36	325	357	322	367	0.88	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF1614361.1	-	470	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.1e-18	79.3	0.0	5	6	0.11	1.2e+04	10.8	0.0	6	38	374	406	370	418	0.86	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF1614361.1	-	470	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.1e-18	79.3	0.0	6	6	0.014	1.5e+03	13.7	0.0	5	54	420	466	417	470	0.83	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
MBQ3294568.1	-	591	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	8.7	1	5	2e-05	2.2	22.8	0.1	6	65	347	402	342	402	0.87	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBQ3294568.1	-	591	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	8.7	2	5	0.0031	3.3e+02	15.8	0.2	7	72	395	464	391	485	0.79	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBQ3294568.1	-	591	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	8.7	3	5	3.1	3.3e+05	6.1	0.0	12	62	454	501	446	501	0.83	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBQ3294568.1	-	591	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	8.7	4	5	3e-08	0.0032	31.9	0.1	7	68	497	554	491	555	0.92	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBQ3294568.1	-	591	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	8.7	5	5	0.0027	2.9e+02	16.0	0.0	8	54	545	588	542	591	0.87	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
WP_171717210.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	0.0	1	5	0.0018	1.9e+02	16.5	0.0	8	37	67	96	63	105	0.90	RICIN domain-containing protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
WP_171717210.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	0.0	2	5	0.32	3.5e+04	9.3	0.0	8	37	114	143	108	155	0.88	RICIN domain-containing protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
WP_171717210.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	0.0	3	5	0.036	3.8e+03	12.4	0.0	7	37	160	190	153	204	0.82	RICIN domain-containing protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
WP_171717210.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	0.0	4	5	0.00032	34	19.0	0.0	3	51	205	253	203	257	0.93	RICIN domain-containing protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
WP_171717210.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.1e-17	77.5	0.0	5	5	0.21	2.2e+04	9.9	0.0	8	37	257	286	253	296	0.90	RICIN domain-containing protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
NOU79318.1	-	381	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-17	76.5	0.0	1	5	0.0021	2.2e+02	16.4	0.0	8	37	102	131	98	140	0.90	hypothetical protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
NOU79318.1	-	381	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-17	76.5	0.0	2	5	0.36	3.9e+04	9.1	0.0	8	37	149	178	143	191	0.88	hypothetical protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
NOU79318.1	-	381	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-17	76.5	0.0	3	5	0.043	4.6e+03	12.1	0.0	7	37	195	225	189	239	0.82	hypothetical protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
NOU79318.1	-	381	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-17	76.5	0.0	4	5	0.00033	35	18.9	0.0	3	52	240	289	238	293	0.93	hypothetical protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
NOU79318.1	-	381	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-17	76.5	0.0	5	5	0.24	2.6e+04	9.7	0.0	8	37	292	321	288	330	0.90	hypothetical protein [Paenibacillus phytohabitans]	Paenibacillus phytohabitans
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	1	7	0.84	9e+04	8.0	0.0	6	38	116	148	111	167	0.80	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	2	7	1.5	1.6e+05	7.2	0.0	7	37	220	250	215	262	0.89	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	3	7	0.26	2.8e+04	9.6	0.1	5	68	264	328	260	331	0.87	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	4	7	6.8	7.2e+05	5.1	0.0	7	37	366	396	362	399	0.89	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	5	7	0.44	4.7e+04	8.9	0.0	5	38	410	443	406	447	0.90	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	6	7	2.2	2.3e+05	6.6	0.0	6	37	511	542	508	556	0.89	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
MBO6243124.1	-	902	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.3e-17	76.0	5.9	7	7	3.5	3.7e+05	6.0	0.0	8	38	559	589	552	597	0.87	RICIN domain-containing protein [Clostridia bacterium]	Clostridia bacterium
WP_211722559.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.8e-16	73.9	0.0	1	5	0.0018	1.9e+02	16.5	0.0	8	37	67	96	63	105	0.90	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722559.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.8e-16	73.9	0.0	2	5	0.15	1.6e+04	10.4	0.0	7	38	113	144	109	157	0.82	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722559.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.8e-16	73.9	0.0	3	5	0.11	1.1e+04	10.9	0.0	7	38	160	191	154	206	0.81	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722559.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.8e-16	73.9	0.0	4	5	0.00058	62	18.1	0.0	3	54	205	256	203	259	0.94	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722559.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.8e-16	73.9	0.0	5	5	0.43	4.6e+04	8.9	0.0	8	36	257	285	254	295	0.90	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	1	7	0.0039	4.1e+02	15.5	0.5	3	62	279	335	277	338	0.90	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	2	7	0.017	1.8e+03	13.4	0.0	8	44	332	368	328	375	0.90	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	3	7	0.084	8.9e+03	11.2	0.0	5	67	376	437	372	474	0.78	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	4	7	0.049	5.2e+03	11.9	0.2	8	66	479	532	471	536	0.87	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	5	7	5.3	5.6e+05	5.4	0.1	2	56	569	621	568	625	0.78	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	6	7	0.2	2.1e+04	10.0	0.2	8	44	624	660	619	666	0.91	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCR5700011.1	-	713	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.9e-16	73.9	16.5	7	7	0.0062	6.7e+02	14.8	0.0	3	37	665	699	663	710	0.90	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
CAF2067570.1	-	741	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-16	73.3	0.2	1	6	0.2	2.1e+04	10.0	0.0	5	36	176	207	172	217	0.88	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF2067570.1	-	741	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-16	73.3	0.2	2	6	0.2	2.1e+04	10.0	0.0	6	38	224	256	220	267	0.86	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF2067570.1	-	741	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-16	73.3	0.2	3	6	0.02	2.1e+03	13.2	0.0	5	55	270	317	266	322	0.83	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF2067570.1	-	741	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-16	73.3	0.2	4	6	0.14	1.5e+04	10.5	0.0	5	37	326	358	322	367	0.88	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF2067570.1	-	741	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-16	73.3	0.2	5	6	0.19	2.1e+04	10.0	0.0	6	38	374	406	369	417	0.86	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF2067570.1	-	741	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.5e-16	73.3	0.2	6	6	0.11	1.2e+04	10.8	0.0	5	38	420	453	416	508	0.87	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
WP_277473077.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.4e-15	71.0	1.3	1	5	0.0065	6.9e+02	14.8	0.0	7	37	66	96	61	105	0.89	MULTISPECIES: RICIN domain-containing protein [unclassified Paenibacillus]	unclassified Paenibacillus
WP_277473077.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.4e-15	71.0	1.3	2	5	0.00055	58	18.2	0.2	7	63	113	165	109	201	0.79	MULTISPECIES: RICIN domain-containing protein [unclassified Paenibacillus]	unclassified Paenibacillus
WP_277473077.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.4e-15	71.0	1.3	3	5	0.11	1.1e+04	10.8	0.0	3	49	205	251	203	256	0.90	MULTISPECIES: RICIN domain-containing protein [unclassified Paenibacillus]	unclassified Paenibacillus
WP_277473077.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.4e-15	71.0	1.3	4	5	0.0022	2.3e+02	16.3	0.0	8	65	257	310	252	315	0.85	MULTISPECIES: RICIN domain-containing protein [unclassified Paenibacillus]	unclassified Paenibacillus
WP_277473077.1	-	346	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.4e-15	71.0	1.3	5	5	2.8	3e+05	6.3	0.1	7	41	303	337	299	345	0.86	MULTISPECIES: RICIN domain-containing protein [unclassified Paenibacillus]	unclassified Paenibacillus
OXA43015.1	-	371	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	2.5e-15	70.9	0.3	1	1	7.6e-20	8.1e-15	69.2	0.1	1	61	310	371	310	371	0.96	hypothetical protein Fcan01_22083 [Folsomia candida]	Folsomia candida
WP_209877744.1	-	305	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	3.4e-15	70.4	0.2	1	6	0.0041	4.3e+02	15.4	0.0	8	37	23	52	19	61	0.90	RICIN domain-containing protein [Paenibacillus silagei]	Paenibacillus silagei
WP_209877744.1	-	305	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	3.4e-15	70.4	0.2	2	6	0.065	7e+03	11.5	0.0	6	54	68	113	64	118	0.82	RICIN domain-containing protein [Paenibacillus silagei]	Paenibacillus silagei
WP_209877744.1	-	305	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	3.4e-15	70.4	0.2	3	6	0.045	4.8e+03	12.1	0.0	6	54	115	161	111	167	0.78	RICIN domain-containing protein [Paenibacillus silagei]	Paenibacillus silagei
WP_209877744.1	-	305	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	3.4e-15	70.4	0.2	4	6	0.04	4.3e+03	12.2	0.0	3	48	161	206	159	210	0.88	RICIN domain-containing protein [Paenibacillus silagei]	Paenibacillus silagei
WP_209877744.1	-	305	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	3.4e-15	70.4	0.2	5	6	0.71	7.6e+04	8.2	0.0	7	49	212	251	208	260	0.80	RICIN domain-containing protein [Paenibacillus silagei]	Paenibacillus silagei
WP_209877744.1	-	305	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	3.4e-15	70.4	0.2	6	6	5	5.4e+05	5.5	0.0	8	51	260	300	254	304	0.81	RICIN domain-containing protein [Paenibacillus silagei]	Paenibacillus silagei
WP_211722562.1	-	274	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.1e-15	70.2	0.0	1	5	0.19	2e+04	10.1	0.0	15	37	2	24	1	33	0.89	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722562.1	-	274	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.1e-15	70.2	0.0	2	5	0.32	3.4e+04	9.3	0.0	7	37	41	71	37	83	0.83	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722562.1	-	274	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.1e-15	70.2	0.0	3	5	0.03	3.2e+03	12.6	0.0	5	38	86	119	82	134	0.82	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722562.1	-	274	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.1e-15	70.2	0.0	4	5	0.0004	43	18.6	0.0	3	54	133	184	131	186	0.94	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_211722562.1	-	274	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	4.1e-15	70.2	0.0	5	5	0.22	2.4e+04	9.8	0.0	8	37	185	214	182	223	0.90	RICIN domain-containing protein [Paenibacillus tritici]	Paenibacillus tritici
WP_249287298.1	-	1309	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	5.5e-15	69.8	9.1	1	6	0.2	2.2e+04	9.9	0.0	8	68	470	526	465	531	0.87	RICIN domain-containing protein [Lentihominibacter faecis]	Lentihominibacter faecis
WP_249287298.1	-	1309	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	5.5e-15	69.8	9.1	2	6	0.71	7.5e+04	8.2	0.1	2	38	559	595	558	605	0.85	RICIN domain-containing protein [Lentihominibacter faecis]	Lentihominibacter faecis
WP_249287298.1	-	1309	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	5.5e-15	69.8	9.1	3	6	3.3e-05	3.5	22.2	0.3	7	102	611	701	606	706	0.74	RICIN domain-containing protein [Lentihominibacter faecis]	Lentihominibacter faecis
WP_249287298.1	-	1309	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	5.5e-15	69.8	9.1	4	6	0.88	9.4e+04	7.9	0.0	7	82	751	821	747	844	0.77	RICIN domain-containing protein [Lentihominibacter faecis]	Lentihominibacter faecis
WP_249287298.1	-	1309	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	5.5e-15	69.8	9.1	5	6	2.3	2.5e+05	6.5	0.0	7	68	901	958	896	969	0.87	RICIN domain-containing protein [Lentihominibacter faecis]	Lentihominibacter faecis
WP_249287298.1	-	1309	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	5.5e-15	69.8	9.1	6	6	0.068	7.2e+03	11.5	0.0	7	69	1047	1105	1043	1136	0.87	RICIN domain-containing protein [Lentihominibacter faecis]	Lentihominibacter faecis
MBQ3441045.1	-	723	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	6.4e-15	69.6	6.1	1	6	0.2	2.1e+04	10.0	0.0	6	44	348	386	344	390	0.92	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
